stock_code,isin_code,company_name
3101,JP3619800000,東洋紡株式会社
3103,JP3951200009,ユニチカ株式会社
3104,JP3820800005,富士紡ホールディングス株式会社
3105,JP3678000005,日清紡ホールディングス株式会社
3106,JP3268800004,倉敷紡績株式会社
3107,JP3505400006,ダイワボウホールディングス株式会社
3109,JP3348400007,シキボウ株式会社
3110,JP3684400009,日東紡績株式会社
3111,JP3174000004,オーミケンシ株式会社
3113,JP3795400005,Ｏａｋ　キャピタル株式会社
3116,JP3635400009,トヨタ紡織株式会社
3121,JP3382200008,マーチャント・バンカーズ株式会社
3123,JP3312000007,サイボー株式会社
3131,JP3377850007,シンデン・ハイテックス株式会社
3132,JP3862960006,マクニカホールディングス株式会社
3133,JP3205670007,株式会社海帆
3134,JP3772000000,Ｈａｍｅｅ株式会社
3135,JP3860190002,株式会社マーケットエンタープライズ
3136,JP3161280007,株式会社エコノス
3137,JP3802970008,株式会社ファンデリー
3138,JP3813750001,株式会社富士山マガジンサービス
3139,JP3967250006,株式会社ラクト・ジャパン
3140,JP3142450000,ＢＲＵＮＯ株式会社
3141,JP3274280001,ウエルシアホールディングス株式会社
3143,JP3170150001,オーウイル株式会社
3148,JP3269940007,株式会社クリエイトＳＤホールディングス
3150,JP3952860009,株式会社グリムス
3151,JP3778280002,株式会社バイタルケーエスケー・ホールディングス
3153,JP3931700003,八洲電機株式会社
3154,JP3254190006,メディアスホールディングス株式会社
3156,JP3944360001,株式会社レスターホールディングス
3157,JP3390360000,ジューテックホールディングス株式会社
3159,JP3346330008,丸善ＣＨＩホールディングス株式会社
3160,JP3190430003,株式会社大光
3161,JP3120070002,アゼアス株式会社
3166,JP3196630002,ＯＣＨＩホールディングス株式会社
3167,JP3552260006,株式会社ＴＯＫＡＩホールディングス
3168,JP3272780002,黒谷株式会社
3169,JP3883750006,株式会社ミサワ
3172,JP3539050009,ティーライフ株式会社
3173,JP3181400007,株式会社Ｃｏｍｉｎｉｘ
3174,JP3770280000,株式会社ハピネス・アンド・ディ
3175,JP3160620005,株式会社エー・ピーホールディングス
3176,JP3342500000,三洋貿易株式会社
3177,JP3125850002,株式会社ありがとうサービス
3178,JP3512720008,チムニー株式会社
3179,JP3359940008,シュッピン株式会社
3180,JP3800480000,株式会社ビューティガレージ
3181,JP3205620002,株式会社買取王国
3182,JP3174190003,オイシックス・ラ・大地株式会社
3183,JP3154390003,ウイン・パートナーズ株式会社
3184,JP3101920001,ＩＣＤＡホールディングス株式会社
3185,JP3952880007,夢展望株式会社
3186,JP3758210003,株式会社ネクステージ
3187,JP3343950006,株式会社サンワカンパニー
3189,JP3160160002,株式会社ＡＮＡＰ
3190,JP3851900005,株式会社ホットマン
3191,JP3392920009,株式会社ジョイフル本田
3192,JP3370200002,株式会社白鳩
3193,JP3635900008,株式会社鳥貴族ホールディングス
3195,JP3386510006,株式会社ジェネレーションパス
3196,JP3851950000,株式会社ホットランド
3197,JP3396210001,株式会社すかいらーくホールディングス
3198,JP3162250009,ＳＦＰホールディングス株式会社
3199,JP3993830003,綿半ホールディングス株式会社
3201,JP3700800000,日本毛織株式会社
3202,JP3487400008,ダイトウボウ株式会社
3204,JP3552170007,株式会社トーア紡コーポレーション
3205,JP3488600002,株式会社ダイドーリミテッド
3221,JP3957600004,株式会社ヨシックスホールディングス
3222,JP3949450005,ユナイテッド・スーパーマーケット・ホールディングス株式会社
3223,JP3162580009,株式会社エスエルディー
3224,JP3794490007,株式会社ゼネラル・オイスター
3228,JP3324700008,株式会社三栄建築設計
3231,JP3762900003,野村不動産ホールディングス株式会社
3232,JP3332510001,三重交通グループホールディングス株式会社
3236,JP3833780004,株式会社プロパスト
3237,JP3153170000,株式会社イントランス
3238,JP3425650003,セントラル総合開発株式会社
3241,JP3154250009,株式会社ウィル
3242,JP3100230006,株式会社アーバネットコーポレーション
3244,JP3322970009,サムティ株式会社
3245,JP3548720006,株式会社ディア・ライフ
3246,JP3283670002,株式会社コーセーアールイー
3248,JP3100280001,株式会社アールエイジ
3252,JP3714200007,地主株式会社
3254,JP3833300001,株式会社プレサンスコーポレーション
3260,JP3282500002,株式会社エスポア
3261,JP3274040009,株式会社グランディーズ
3264,JP3120060003,株式会社アスコット
3266,JP3802920003,株式会社ファンドクリエーショングループ
3267,JP3802930002,株式会社フィル・カンパニー
3271,JP3345720001,株式会社ＴＨＥグローバル社
3275,JP3765350008,ハウスコム株式会社
3276,JP3695050009,株式会社ＪＰＭＣ
3277,JP3335000000,株式会社サンセイランディック
3280,JP3163350006,株式会社エストラスト
3284,JP3802060008,株式会社フージャースホールディングス
3286,JP3635590007,トラストホールディングス株式会社
3288,JP3173540000,株式会社オープンハウスグループ
3289,JP3569200003,東急不動産ホールディングス株式会社
3291,JP3131090007,飯田グループホールディングス株式会社
3293,JP3120090000,アズマハウス株式会社
3294,JP3130350006,株式会社イーグランド
3297,JP3597200009,株式会社東武住販
3299,JP3912500000,株式会社ムゲンエステート
3300,JP3128650003,株式会社アンビション　ＤＸ　ホールディングス
3302,JP3540800004,帝国繊維株式会社
3306,JP3723400002,日本製麻株式会社
3315,JP3889610006,日本コークス工業株式会社
3316,JP3587700000,東京日産コンピュータシステム株式会社
3317,JP3826350005,株式会社フライングガーデン
3319,JP3309050007,株式会社ゴルフダイジェスト・オンライン
3320,JP3272700000,クロスプラス株式会社
3321,JP3886200009,ミタチ産業株式会社
3322,JP3126370000,アルファグループ株式会社
3323,JP3979500000,レカム株式会社
3326,JP3968700009,株式会社ランシステム
3328,JP3758110005,ＢＥＥＮＯＳ株式会社
3329,JP3622800005,東和フードサービス株式会社
3333,JP3110500000,株式会社あさひ
3341,JP3729200000,日本調剤株式会社
3346,JP3560550000,２１ＬＡＤＹ株式会社
3347,JP3635550001,株式会社トラスト
3349,JP3298400007,株式会社コスモス薬品
3350,JP3481200008,株式会社メタプラネット
3352,JP3778360002,株式会社バッファロー
3353,JP3921040006,株式会社メディカル一光グループ
3355,JP3270810009,クリヤマホールディングス株式会社
3358,JP3990650008,ワイエスフード株式会社
3359,JP3442910000,株式会社ｃｏｔｔａ
3360,JP3274150006,シップヘルスケアホールディングス株式会社
3361,JP3552240008,株式会社トーエル
3370,JP3817000007,株式会社フジタコーポレーション
3371,JP3436040004,株式会社ソフトクリエイトホールディングス
3372,JP3233300007,株式会社関門海
3374,JP3641220003,内外テック株式会社
3375,JP3437200003,株式会社ＺＯＡ
3377,JP3101150005,株式会社バイク王＆カンパニー
3382,JP3422950000,株式会社セブン＆アイ・ホールディングス
3384,JP3100070006,株式会社アークコア
3386,JP3298700000,コスモ・バイオ株式会社
3387,JP3269930008,株式会社クリエイト・レストランツ・ホールディングス
3388,JP3917600003,明治電機工業株式会社
3391,JP3536150000,株式会社ツルハホールディングス
3392,JP3549350001,デリカフーズホールディングス株式会社
3393,JP3399270002,スターティアホールディングス株式会社
3395,JP3337070001,株式会社サンマルクホールディングス
3396,JP3802860001,株式会社フェリシモ
3397,JP3636650008,株式会社トリドールホールディングス
3399,JP3876450002,株式会社丸千代山岡家
3401,JP3544000007,帝人株式会社
3402,JP3621000003,東レ株式会社
3405,JP3269600007,株式会社クラレ
3407,JP3111200006,旭化成株式会社
3409,JP3239600004,北日本紡績株式会社
3415,JP3399710007,株式会社ＴＯＫＹＯ　ＢＡＳＥ
3416,JP3801630009,ピクスタ株式会社
3417,JP3176900003,大木ヘルスケアホールディングス株式会社
3418,JP3778420004,株式会社バルニバービ
3419,JP3100270002,アートグリーン株式会社
3420,JP3277100008,株式会社ケー・エフ・シー
3421,JP3145800003,株式会社稲葉製作所
3422,JP3875400008,株式会社Ｊ－ＭＡＸ
3423,JP3161570001,株式会社エスイー
3426,JP3121910008,アトムリビンテック株式会社
3431,JP3908700002,宮地エンジニアリンググループ株式会社
3433,JP3552290003,トーカロ株式会社
3434,JP3126360001,株式会社アルファ
3435,JP3330500004,サンコーテクノ株式会社
3436,JP3322930003,株式会社ＳＵＭＣＯ
3437,JP3624800003,特殊電極株式会社
3439,JP3895100000,株式会社三ツ知
3440,JP3679830004,日創プロニティ株式会社
3441,JP3336700004,株式会社山王
3442,JP3167270002,株式会社ＭＩＥコーポレーション
3443,JP3226300006,川田テクノロジーズ株式会社
3444,JP3236730002,株式会社菊池製作所
3445,JP3100350002,株式会社ＲＳ　Ｔｅｃｈｎｏｌｏｇｉｅｓ
3446,JP3386660009,株式会社ジェイテックコーポレーション
3447,JP3384730002,信和株式会社
3448,JP3396630000,清鋼材株式会社
3449,JP3545260006,株式会社テクノフレックス
3450,JP3321800009,株式会社サトウ産業
3452,JP3799770007,株式会社ビーロット
3454,JP3802290001,ファーストブラザーズ株式会社
3456,JP3538790001,株式会社ＴＳＯＮ
3457,JP3765420009,株式会社Ａｎｄ　Ｄｏホールディングス
3458,JP3346080009,株式会社シーアールイー
3461,JP3782700003,株式会社パルマ
3464,JP3833810009,プロパティエージェント株式会社
3465,JP3277620005,ケイアイスター不動産株式会社
3467,JP3108170006,アグレ都市デザイン株式会社
3469,JP3549250003,株式会社デュアルタップ
3474,JP3386610004,Ｇ－ＦＡＣＴＯＲＹ株式会社
3475,JP3273750004,株式会社グッドコムアセット
3477,JP3803020001,フォーライフ株式会社
3479,JP3538710009,株式会社ティーケーピー
3480,JP3386630002,株式会社ジェイ・エス・ビー
3482,JP3982600003,ロードスターキャピタル株式会社
3483,JP3360850006,株式会社翔栄
3484,JP3547690002,株式会社テンポイノベーション
3486,JP3274380009,株式会社グローバル・リンク・マネジメント
3489,JP3803030000,株式会社フェイスネットワーク
3490,JP3119890006,株式会社アズ企画設計
3491,JP3386670008,株式会社ＧＡ　ｔｅｃｈｎｏｌｏｇｉｅｓ
3494,JP3870340001,株式会社マリオン
3495,JP3292700006,香陵住販株式会社
3496,JP3119880007,株式会社アズーム
3497,JP3969250004,株式会社ＬｅＴｅｃｈ
3498,JP3211050004,霞ヶ関キャピタル株式会社
3501,JP3410200004,住江織物株式会社
3504,JP3876900006,株式会社丸八ホールディングス
3512,JP3749000000,日本フエルト株式会社
3513,JP3141200000,イチカワ株式会社
3521,JP3755800004,エコナックホールディングス株式会社
3524,JP3683600005,日東製網株式会社
3526,JP3118400005,芦森工業株式会社
3529,JP3120200005,アツギ株式会社
3536,JP3108160007,アクサスホールディングス株式会社
3537,JP3361400009,昭栄薬品株式会社
3538,JP3154270007,株式会社ウイルプラスホールディングス
3539,JP3389690003,株式会社ＪＭホールディングス
3540,JP3346190006,株式会社歯愛メディカル
3541,JP3759570009,株式会社農業総合研究所
3542,JP3835300009,株式会社ベガコーポレーション
3543,JP3305580007,株式会社コメダホールディングス
3544,JP3319750000,サツドラホールディングス株式会社
3546,JP3500050004,アレンザホールディングス株式会社
3547,JP3266180003,株式会社串カツ田中ホールディングス
3548,JP3778450001,株式会社バロックジャパンリミテッド
3549,JP3266190002,株式会社クスリのアオキホールディングス
3550,JP3399330004,株式会社スタジオアタオ
3551,JP3493000008,ダイニック株式会社
3553,JP3256400007,共和レザー株式会社
